idx	label	predict	radius	pABar	correct	time
0	3	3	1.37	0.997	1	0:00:06.247139
20	7	7	0.93	0.968	1	0:00:05.413916
40	4	4	0.972	0.974	1	0:00:05.411335
60	7	7	1.6	0.999	1	0:00:05.404274
80	8	8	1.6	0.999	1	0:00:05.390756
100	4	5	0.619	0.892	0	0:00:05.407293
120	8	8	1.56	0.999	1	0:00:05.410868
140	6	6	0.61	0.889	1	0:00:05.417630
160	2	2	0.291	0.72	1	0:00:05.425248
180	0	0	1.47	0.998	1	0:00:05.417819
200	5	5	0.362	0.766	1	0:00:05.437913
220	7	7	1.6	0.999	1	0:00:05.766642
240	1	1	1.6	0.999	1	0:00:06.033659
260	8	3	0.54	0.86	0	0:00:05.716507
280	9	9	1.6	0.999	1	0:00:05.662714
300	6	6	0.614	0.89	1	0:00:05.557195
320	3	3	1.02	0.979	1	0:00:05.572060
340	2	4	0.833	0.952	0	0:00:05.570839
360	9	5	0.627	0.895	0	0:00:05.577310
380	6	4	0.849	0.955	0	0:00:05.578048
400	9	9	1.6	0.999	1	0:00:05.714365
420	4	4	1.56	0.999	1	0:00:05.551073
440	1	1	0.459	0.82	1	0:00:05.858357
460	5	5	1.6	0.999	1	0:00:05.838081
480	8	9	0.182	0.642	0	0:00:05.824428
500	4	2	0.0374	0.53	0	0:00:05.737094
520	5	-1	-0.0576	0.454	0	0:00:05.769417
540	1	1	1.33	0.996	1	0:00:05.763118
560	0	0	1.6	0.999	1	0:00:05.472778
580	4	4	1.56	0.999	1	0:00:05.358009
600	8	8	1.53	0.999	1	0:00:05.358009
620	7	7	0.476	0.829	1	0:00:05.370354
640	5	3	1.6	0.999	0	0:00:06.119408
660	9	9	0.565	0.871	1	0:00:05.698541
680	9	2	0.3	0.726	0	0:00:05.431636
700	7	7	0.981	0.975	1	0:00:05.470071
720	4	3	0.176	0.638	0	0:00:05.466636
740	2	3	0.995	0.977	0	0:00:05.474855
760	3	3	1.35	0.997	1	0:00:05.466693
780	9	9	0.426	0.803	1	0:00:05.468484
800	7	7	1.6	0.999	1	0:00:05.461773
820	6	5	0.0553	0.544	0	0:00:05.470840
840	7	7	1.6	0.999	1	0:00:05.461925
860	4	4	1.18	0.991	1	0:00:05.649155
880	8	8	1.6	0.999	1	0:00:05.484124
900	2	6	0.528	0.854	0	0:00:05.496876
920	6	6	0.829	0.951	1	0:00:05.490192
940	9	9	1.56	0.999	1	0:00:05.493654
960	9	9	1.18	0.991	1	0:00:05.486611
980	2	2	0.318	0.738	1	0:00:05.490153
1000	5	5	1.6	0.999	1	0:00:05.488451
1020	1	1	1.42	0.998	1	0:00:05.496337
1040	7	5	0.0869	0.569	0	0:00:05.501027
1060	9	9	1.6	0.999	1	0:00:05.587866
1080	6	6	1.2	0.992	1	0:00:05.420031
1100	7	0	0.0373	0.53	0	0:00:05.677804
1120	5	2	0.36	0.764	0	0:00:05.996217
1140	6	6	0.502	0.842	1	0:00:05.709045
1160	8	0	0.101	0.58	0	0:00:05.483394
1180	3	3	1.6	0.999	1	0:00:05.442553
1200	8	8	0.498	0.841	1	0:00:05.449349
1220	9	6	0.449	0.815	0	0:00:05.453410
1240	2	6	0.895	0.963	0	0:00:05.457267
1260	1	9	1.02	0.98	0	0:00:05.456361
1280	3	3	0.0143	0.511	1	0:00:05.457411
1300	4	8	1.56	0.999	0	0:00:05.440807
1320	7	2	0.828	0.951	0	0:00:05.457445
1340	1	1	1.6	0.999	1	0:00:05.454804
1360	7	7	1.35	0.996	1	0:00:05.465475
1380	4	5	0.183	0.643	0	0:00:05.458785
1400	5	3	0.812	0.948	0	0:00:05.455460
1420	4	4	0.0452	0.536	1	0:00:05.347431
1440	0	8	0.632	0.897	0	0:00:05.862458
1460	6	6	0.724	0.926	1	0:00:05.311464
1480	1	1	0.347	0.756	1	0:00:05.391765
1500	1	1	1.6	0.999	1	0:00:05.976449
1520	7	7	1.2	0.992	1	0:00:05.832918
1540	8	8	1.6	0.999	1	0:00:05.696064
1560	7	7	1.6	0.999	1	0:00:05.520113
1580	6	3	0.725	0.927	0	0:00:05.522830
1600	8	6	0.0481	0.538	0	0:00:05.525035
1620	5	4	0.347	0.756	0	0:00:05.522351
1640	7	3	0.933	0.969	0	0:00:05.538972
1660	3	5	0.151	0.619	0	0:00:05.540955
1680	6	6	0.844	0.954	1	0:00:05.526014
1700	5	2	0.105	0.583	0	0:00:05.524436
1720	4	-1	-0.237	0.318	0	0:00:05.513124
1740	1	1	0.728	0.927	1	0:00:05.521636
1760	0	0	0.85	0.955	1	0:00:05.512957
1780	7	7	0.99	0.976	1	0:00:05.525773
1800	4	-1	-0.156	0.378	0	0:00:05.508797
1820	8	8	0.963	0.973	1	0:00:05.519884
1840	8	4	0.933	0.969	0	0:00:05.302525
1860	8	8	1.46	0.998	1	0:00:05.340802
1880	1	1	1.44	0.998	1	0:00:05.760287
1900	8	8	1.6	0.999	1	0:00:05.553838
1920	2	2	1.6	0.999	1	0:00:05.932638
1940	5	5	0.108	0.585	1	0:00:05.587271
1960	2	5	0.13	0.602	0	0:00:05.558866
1980	9	9	1.6	0.999	1	0:00:05.544570
2000	1	-1	-0.0375	0.47	0	0:00:05.555117
2020	9	9	1.6	0.999	1	0:00:05.537125
2040	0	0	1.33	0.996	1	0:00:05.528205
2060	5	3	1.21	0.992	0	0:00:05.539425
2080	1	9	0.00702	0.506	0	0:00:05.599919
2100	2	2	1.35	0.997	1	0:00:05.597122
2120	4	8	1.1	0.986	0	0:00:05.597684
2140	9	9	1.6	0.999	1	0:00:05.596323
2160	0	0	0.671	0.91	1	0:00:05.594824
2180	4	4	1.6	0.999	1	0:00:05.586260
2200	0	2	0.47	0.826	0	0:00:05.588956
2220	1	1	1.6	0.999	1	0:00:05.594705
2240	9	8	0.35	0.758	0	0:00:05.593942
2260	4	4	1.6	0.999	1	0:00:05.592337
2280	4	2	0.0642	0.551	0	0:00:05.590514
2300	3	3	0.617	0.891	1	0:00:05.597670
2320	5	2	1.6	0.999	0	0:00:05.588680
2340	7	7	1.6	0.999	1	0:00:05.582945
2360	7	5	0.545	0.862	0	0:00:05.334657
2380	8	8	1.6	0.999	1	0:00:05.786865
2400	0	0	1.33	0.996	1	0:00:05.729777
2420	8	5	0.739	0.93	0	0:00:06.000505
2440	7	7	1.22	0.993	1	0:00:05.866625
2460	9	7	0.0454	0.536	0	0:00:05.713469
2480	8	8	1.6	0.999	1	0:00:05.574199
2500	4	4	0.745	0.932	1	0:00:05.483446
2520	1	1	0.466	0.824	1	0:00:05.479354
2540	2	3	0.547	0.863	0	0:00:05.489218
2560	7	4	0.147	0.616	0	0:00:05.485117
2580	6	6	0.514	0.848	1	0:00:05.495624
2600	8	8	1.6	0.999	1	0:00:05.477322
2620	1	1	0.443	0.812	1	0:00:05.497923
2640	7	7	1.6	0.999	1	0:00:05.484069
2660	3	2	1.14	0.988	0	0:00:05.481869
2680	0	0	1.6	0.999	1	0:00:05.479420
2700	9	9	0.311	0.733	1	0:00:05.491368
2720	3	3	1.26	0.994	1	0:00:05.492377
2740	1	1	1.02	0.979	1	0:00:05.484642
2760	2	2	1.6	0.999	1	0:00:05.478012
2780	7	7	1.6	0.999	1	0:00:05.479251
2800	4	4	0.248	0.69	1	0:00:05.492604
2820	6	6	1.53	0.999	1	0:00:05.482769
2840	3	3	1.6	0.999	1	0:00:05.479324
2860	5	-1	-0.156	0.378	0	0:00:05.481486
2880	4	4	1.6	0.999	1	0:00:05.482810
2900	3	-1	-0.0459	0.463	0	0:00:05.501085
2920	2	3	0.528	0.854	0	0:00:05.709046
2940	3	0	1.51	0.999	0	0:00:05.642261
2960	9	9	0.968	0.974	1	0:00:05.976902
2980	8	8	1.16	0.99	1	0:00:05.798888
3000	5	5	1.6	0.999	1	0:00:05.793278
3020	1	1	1.6	0.999	1	0:00:05.794923
3040	7	7	1.6	0.999	1	0:00:05.706882
3060	7	7	0.767	0.938	1	0:00:05.381228
3080	1	1	0.871	0.959	1	0:00:05.380759
3100	0	0	1.14	0.989	1	0:00:05.370339
3120	4	2	1.19	0.991	0	0:00:05.476403
3140	8	8	1.6	0.999	1	0:00:06.093556
3160	6	2	1.16	0.99	0	0:00:05.751553
3180	3	3	1.34	0.996	1	0:00:05.839189
3200	5	7	0.427	0.804	0	0:00:05.351141
3220	3	3	0.656	0.905	1	0:00:05.624569
3240	4	-1	-0.0333	0.473	0	0:00:05.755042
3260	7	7	1.6	0.999	1	0:00:05.480775
3280	3	5	0.714	0.923	0	0:00:05.646776
3300	4	4	0.647	0.902	1	0:00:06.039454
3320	2	7	1.19	0.991	0	0:00:05.572839
3340	6	6	0.443	0.812	1	0:00:05.923031
3360	4	4	0.166	0.63	1	0:00:05.582311
3380	8	8	1.6	0.999	1	0:00:05.414653
3400	6	4	1.53	0.999	0	0:00:05.420354
3420	5	3	1.4	0.997	0	0:00:05.438240
3440	2	3	1.6	0.999	0	0:00:05.435310
3460	1	1	1.34	0.996	1	0:00:05.503677
3480	2	2	1.6	0.999	1	0:00:06.085545
3500	1	1	0.761	0.936	1	0:00:05.744781
3520	1	1	1.6	0.999	1	0:00:05.876883
3540	6	6	1.42	0.998	1	0:00:05.380307
3560	1	8	0.226	0.674	0	0:00:05.403558
3580	4	4	0.164	0.628	1	0:00:05.945977
3600	4	2	1.6	0.999	0	0:00:05.797145
3620	0	6	0.428	0.804	0	0:00:05.666893
3640	6	2	0.993	0.977	0	0:00:05.458443
3660	0	0	0.391	0.783	1	0:00:05.784624
3680	0	-1	-0.255	0.305	0	0:00:05.369981
3700	3	3	1.6	0.999	1	0:00:05.367568
3720	2	2	1.6	0.999	1	0:00:05.816510
3740	0	0	1.27	0.995	1	0:00:05.793264
3760	7	7	1.2	0.992	1	0:00:05.765031
3780	4	-1	-0.0144	0.489	0	0:00:05.846703
3800	9	9	0.864	0.958	1	0:00:05.466443
3820	0	2	0.386	0.78	0	0:00:05.463719
3840	6	3	1.03	0.981	0	0:00:05.463168
3860	7	7	1.6	0.999	1	0:00:05.459676
3880	6	4	0.128	0.601	0	0:00:05.459869
3900	3	6	1.49	0.999	0	0:00:05.462521
3920	7	5	0.333	0.747	0	0:00:05.770320
3940	6	-1	-0.0534	0.457	0	0:00:06.172204
3960	2	2	1.6	0.999	1	0:00:05.823501
3980	9	7	0.191	0.648	0	0:00:05.869278
