idx	label	predict	radius	pABar	correct	time
0	3	3	0.694	0.917	1	0:00:06.114278
20	7	7	0.895	0.963	1	0:00:05.130767
40	4	4	0.231	0.678	1	0:00:05.286538
60	7	7	0.802	0.946	1	0:00:05.375379
80	8	8	1.25	0.994	1	0:00:05.440660
100	4	-1	-0.173	0.365	0	0:00:05.472499
120	8	8	0.113	0.589	1	0:00:05.343459
140	6	6	0.0318	0.525	1	0:00:05.350254
160	2	2	0.969	0.974	1	0:00:05.355463
180	0	0	1.28	0.995	1	0:00:05.349601
200	5	5	0.362	0.766	1	0:00:05.361641
220	7	7	1.42	0.998	1	0:00:05.350113
240	1	1	1.6	0.999	1	0:00:05.351542
260	8	8	0.179	0.64	1	0:00:05.355214
280	9	9	0.605	0.887	1	0:00:05.358667
300	6	6	0.739	0.93	1	0:00:05.366869
320	3	5	0.335	0.749	0	0:00:05.350963
340	2	4	0.435	0.808	0	0:00:05.450817
360	9	-1	-0.000251	0.5	0	0:00:05.487048
380	6	-1	-0.206	0.34	0	0:00:05.455897
400	9	9	1.12	0.987	1	0:00:05.458921
420	4	4	1.35	0.997	1	0:00:05.466601
440	1	1	0.691	0.917	1	0:00:05.455739
460	5	5	1.12	0.988	1	0:00:05.324586
480	8	9	0.437	0.809	0	0:00:05.259139
500	4	-1	-0.142	0.388	0	0:00:05.267343
520	5	5	0.73	0.928	1	0:00:05.269191
540	1	1	0.271	0.706	1	0:00:05.499415
560	0	0	1.42	0.998	1	0:00:05.607143
580	4	4	1.21	0.992	1	0:00:05.467664
600	8	8	1.47	0.998	1	0:00:05.342603
620	7	7	0.0538	0.543	1	0:00:05.273311
640	5	3	0.958	0.972	0	0:00:05.508922
660	9	9	1.15	0.99	1	0:00:05.419982
680	9	9	0.0198	0.516	1	0:00:05.405084
700	7	7	0.681	0.913	1	0:00:05.401617
720	4	4	0.209	0.662	1	0:00:05.401103
740	2	3	0.0308	0.525	0	0:00:05.409092
760	3	3	0.452	0.817	1	0:00:05.410363
780	9	9	0.893	0.963	1	0:00:05.399655
800	7	7	1.6	0.999	1	0:00:05.397065
820	6	-1	-0.0573	0.454	0	0:00:05.399965
840	7	7	1.6	0.999	1	0:00:05.393653
860	4	4	0.843	0.954	1	0:00:05.403506
880	8	8	1.25	0.994	1	0:00:05.395529
900	2	-1	-0.259	0.302	0	0:00:05.409479
920	6	-1	-0.385	0.221	0	0:00:05.288432
940	9	9	1.2	0.992	1	0:00:05.318808
960	9	9	1.36	0.997	1	0:00:05.317873
980	2	2	0.137	0.608	1	0:00:05.321428
1000	5	5	1.3	0.995	1	0:00:05.320648
1020	1	1	1.22	0.993	1	0:00:05.324347
1040	7	5	0.682	0.914	0	0:00:05.346956
1060	9	9	1.2	0.992	1	0:00:05.298618
1080	6	6	0.62	0.892	1	0:00:05.328365
1100	7	0	0.239	0.684	0	0:00:05.334650
1120	5	5	0.0485	0.539	1	0:00:05.331031
1140	6	6	0.209	0.662	1	0:00:05.328774
1160	8	0	0.18	0.64	0	0:00:05.327162
1180	3	3	0.357	0.762	1	0:00:05.323227
1200	8	8	0.374	0.773	1	0:00:05.332514
1220	9	3	0.268	0.704	0	0:00:05.325868
1240	2	6	0.301	0.726	0	0:00:05.327747
1260	1	-1	-0.0582	0.454	0	0:00:05.332149
1280	3	3	0.0271	0.522	1	0:00:05.330720
1300	4	4	0.311	0.733	1	0:00:05.331989
1320	7	-1	-0.153	0.38	0	0:00:05.332021
1340	1	1	1.53	0.999	1	0:00:05.324679
1360	7	7	0.448	0.815	1	0:00:05.489959
1380	4	5	1.11	0.987	0	0:00:05.493845
1400	5	3	0.409	0.793	0	0:00:05.507660
1420	4	4	0.183	0.643	1	0:00:05.503716
1440	0	0	0.0533	0.542	1	0:00:05.362686
1460	6	6	0.249	0.69	1	0:00:05.340980
1480	1	1	0.0683	0.554	1	0:00:05.340669
1500	1	1	0.498	0.84	1	0:00:05.342089
1520	7	-1	-0.0402	0.468	0	0:00:05.348131
1540	8	8	1.56	0.999	1	0:00:05.332135
1560	7	7	1.6	0.999	1	0:00:05.529640
1580	6	-1	-0.0207	0.484	0	0:00:05.976820
1600	8	-1	-0.258	0.303	0	0:00:05.492546
1620	5	-1	-0.0749	0.44	0	0:00:05.407734
1640	7	3	0.57	0.873	0	0:00:05.507869
1660	3	3	0.554	0.866	1	0:00:05.347596
1680	6	6	0.558	0.868	1	0:00:05.361874
1700	5	5	0.401	0.789	1	0:00:05.352872
1720	4	4	0.1	0.579	1	0:00:05.347553
1740	1	1	0.703	0.92	1	0:00:05.351844
1760	0	0	0.199	0.655	1	0:00:05.379517
1780	7	7	0.993	0.977	1	0:00:05.400807
1800	4	-1	-0.0233	0.481	0	0:00:05.403854
1820	8	8	0.0613	0.549	1	0:00:05.436025
1840	8	4	0.157	0.624	0	0:00:05.410010
1860	8	8	0.219	0.669	1	0:00:05.416943
1880	1	1	0.047	0.537	1	0:00:05.484800
1900	8	8	1.56	0.999	1	0:00:05.481821
1920	2	2	0.999	0.977	1	0:00:05.356094
1940	5	-1	-0.0526	0.458	0	0:00:05.335820
1960	2	5	0.769	0.938	0	0:00:05.312842
1980	9	9	1.46	0.998	1	0:00:05.291462
2000	1	6	0.182	0.642	0	0:00:05.275465
2020	9	9	1.44	0.998	1	0:00:05.301703
2040	0	0	1.35	0.997	1	0:00:05.305104
2060	5	3	0.0793	0.563	0	0:00:05.298629
2080	1	9	0.00113	0.501	0	0:00:05.305791
2100	2	2	0.903	0.964	1	0:00:05.311220
2120	4	8	1.0	0.977	0	0:00:05.305775
2140	9	9	1.09	0.985	1	0:00:05.306570
2160	0	0	0.104	0.582	1	0:00:05.298979
2180	4	4	1.6	0.999	1	0:00:05.299609
2200	0	-1	-0.13	0.397	0	0:00:05.300979
2220	1	1	1.47	0.998	1	0:00:05.301482
2240	9	-1	-0.0421	0.466	0	0:00:05.310474
2260	4	4	0.919	0.967	1	0:00:05.310684
2280	4	8	0.594	0.883	0	0:00:05.306403
2300	3	-1	-0.14	0.39	0	0:00:05.311332
2320	5	2	0.289	0.718	0	0:00:05.308805
2340	7	7	1.6	0.999	1	0:00:05.299829
2360	7	7	0.286	0.716	1	0:00:05.311369
2380	8	8	1.35	0.996	1	0:00:05.613843
2400	0	0	1.33	0.996	1	0:00:05.401793
2420	8	5	0.0799	0.563	0	0:00:05.410545
2440	7	7	0.596	0.884	1	0:00:05.403137
2460	9	-1	-0.0799	0.437	0	0:00:05.405098
2480	8	8	1.04	0.981	1	0:00:05.396421
2500	4	4	0.358	0.763	1	0:00:05.290223
2520	1	1	0.304	0.728	1	0:00:05.294769
2540	2	-1	-0.126	0.4	0	0:00:05.297612
2560	7	7	0.396	0.786	1	0:00:05.293999
2580	6	6	0.0659	0.552	1	0:00:05.415859
2600	8	8	1.49	0.999	1	0:00:05.620835
2620	1	0	0.141	0.611	0	0:00:05.511725
2640	7	7	0.595	0.883	1	0:00:05.406379
2660	3	-1	-0.0742	0.441	0	0:00:05.399415
2680	0	0	1.6	0.999	1	0:00:05.391005
2700	9	9	0.207	0.66	1	0:00:05.405114
2720	3	3	0.907	0.965	1	0:00:05.234149
2740	1	7	0.00313	0.503	0	0:00:05.266482
2760	2	2	1.06	0.983	1	0:00:05.269202
2780	7	7	1.25	0.994	1	0:00:05.397978
2800	4	4	0.166	0.63	1	0:00:05.266135
2820	6	6	0.57	0.873	1	0:00:05.754015
2840	3	3	1.6	0.999	1	0:00:05.262289
2860	5	5	0.0984	0.578	1	0:00:05.483640
2880	4	4	1.51	0.999	1	0:00:05.693534
2900	3	-1	-0.138	0.391	0	0:00:05.460393
2920	2	3	0.797	0.945	0	0:00:05.473744
2940	3	0	0.624	0.894	0	0:00:05.484308
2960	9	9	0.261	0.699	1	0:00:05.482133
2980	8	8	1.44	0.998	1	0:00:05.477647
3000	5	5	0.974	0.974	1	0:00:05.482341
3020	1	1	0.537	0.859	1	0:00:05.319276
