idx	label	predict	radius	pABar	correct	time
0	3	3	0.71	0.922	1	0:00:06.227323
20	7	7	0.394	0.785	1	0:00:05.239389
40	4	4	0.507	0.845	1	0:00:05.417746
60	7	7	1.35	0.996	1	0:00:05.475829
80	8	8	1.53	0.999	1	0:00:05.417763
100	4	5	0.092	0.573	0	0:00:05.359243
120	8	8	0.779	0.94	1	0:00:05.351323
140	6	6	0.442	0.811	1	0:00:05.357815
160	2	2	0.129	0.602	1	0:00:05.633949
180	0	0	1.09	0.986	1	0:00:05.307628
200	5	5	0.321	0.74	1	0:00:05.777312
220	7	7	1.47	0.998	1	0:00:05.436176
240	1	1	1.6	0.999	1	0:00:05.417164
260	8	-1	-0.0456	0.464	0	0:00:05.421732
280	9	9	1.33	0.996	1	0:00:05.425954
300	6	6	0.576	0.875	1	0:00:05.447680
320	3	3	0.829	0.951	1	0:00:05.435903
340	2	4	0.325	0.742	0	0:00:05.450744
360	9	-1	-0.216	0.333	0	0:00:05.447407
380	6	6	0.221	0.671	1	0:00:05.598354
400	9	9	1.33	0.996	1	0:00:05.439175
420	4	4	1.02	0.979	1	0:00:05.397207
440	1	1	0.431	0.806	1	0:00:05.399513
460	5	5	1.32	0.996	1	0:00:05.379846
480	8	9	0.393	0.784	0	0:00:05.376911
500	4	6	0.399	0.788	0	0:00:05.376864
520	5	5	0.147	0.615	1	0:00:05.378013
540	1	1	0.931	0.969	1	0:00:05.389092
560	0	0	1.6	0.999	1	0:00:05.372120
580	4	4	0.843	0.954	1	0:00:05.384009
600	8	8	1.11	0.987	1	0:00:05.383798
620	7	7	0.475	0.829	1	0:00:05.390289
640	5	3	1.42	0.998	0	0:00:05.389124
660	9	9	0.73	0.928	1	0:00:05.389150
680	9	-1	-0.217	0.332	0	0:00:05.391149
700	7	7	0.844	0.954	1	0:00:05.404759
720	4	-1	-0.14	0.39	0	0:00:05.973524
740	2	3	0.425	0.802	0	0:00:05.437674
760	3	3	0.656	0.905	1	0:00:05.441832
780	9	9	0.187	0.646	1	0:00:05.439523
800	7	7	1.6	0.999	1	0:00:05.431184
820	6	-1	-0.102	0.419	0	0:00:05.441929
840	7	7	1.6	0.999	1	0:00:05.423150
860	4	4	0.508	0.845	1	0:00:05.442637
880	8	8	1.6	0.999	1	0:00:05.424003
900	2	6	0.0485	0.539	0	0:00:05.536371
920	6	6	0.495	0.839	1	0:00:05.369416
940	9	9	1.25	0.994	1	0:00:05.367033
960	9	9	0.956	0.972	1	0:00:05.360174
980	2	-1	-0.0187	0.485	0	0:00:05.356184
1000	5	5	1.56	0.999	1	0:00:05.583260
1020	1	1	1.35	0.997	1	0:00:05.645962
1040	7	5	0.356	0.762	0	0:00:05.542558
1060	9	9	1.38	0.997	1	0:00:05.531504
1080	6	6	0.892	0.963	1	0:00:05.539083
1100	7	-1	-0.093	0.426	0	0:00:05.530133
1120	5	-1	-0.0196	0.484	0	0:00:05.522574
1140	6	6	0.348	0.757	1	0:00:05.532094
1160	8	8	0.208	0.661	1	0:00:05.426103
1180	3	3	1.6	0.999	1	0:00:05.440400
1200	8	8	0.429	0.805	1	0:00:05.442883
1220	9	6	0.022	0.518	0	0:00:05.450223
1240	2	6	0.706	0.921	0	0:00:05.329997
1260	1	9	0.6	0.885	0	0:00:05.468173
1280	3	3	0.135	0.606	1	0:00:05.370872
1300	4	8	0.483	0.833	0	0:00:05.353418
1320	7	2	0.245	0.688	0	0:00:05.361604
1340	1	1	1.41	0.998	1	0:00:05.363719
1360	7	7	1.07	0.984	1	0:00:05.366665
1380	4	5	0.166	0.63	0	0:00:05.377961
1400	5	3	0.432	0.806	0	0:00:05.388078
1420	4	7	0.0391	0.531	0	0:00:05.387057
1440	0	8	0.00928	0.507	0	0:00:05.388426
1460	6	6	0.97	0.974	1	0:00:05.380580
1480	1	1	0.318	0.738	1	0:00:05.669169
1500	1	1	1.43	0.998	1	0:00:05.537338
1520	7	7	0.946	0.971	1	0:00:05.481061
1540	8	8	1.53	0.999	1	0:00:05.462808
1560	7	7	1.6	0.999	1	0:00:05.487534
1580	6	3	0.172	0.634	0	0:00:05.266316
1600	8	-1	-0.0859	0.432	0	0:00:05.531044
1620	5	-1	-0.0214	0.483	0	0:00:05.367691
1640	7	3	0.531	0.856	0	0:00:05.366691
1660	3	-1	-0.0738	0.441	0	0:00:05.363775
1680	6	6	0.789	0.943	1	0:00:05.360092
1700	5	-1	-0.188	0.354	0	0:00:05.365043
