idx	label	predict	radius	pABar	correct	time
0	3	3	0.861	0.958	1	0:00:05.701035
20	7	7	0.853	0.956	1	0:00:04.806835
40	4	4	0.13	0.603	1	0:00:04.811028
60	7	7	0.672	0.911	1	0:00:04.810500
80	8	8	1.16	0.99	1	0:00:04.849516
100	4	-1	-0.0959	0.424	0	0:00:05.073018
120	8	8	0.261	0.699	1	0:00:05.041048
140	6	-1	-0.087	0.431	0	0:00:04.967013
160	2	2	1.38	0.997	1	0:00:05.020172
180	0	0	1.47	0.998	1	0:00:05.016924
200	5	5	0.307	0.731	1	0:00:04.994744
220	7	7	1.43	0.998	1	0:00:05.002624
240	1	1	1.44	0.998	1	0:00:05.015105
260	8	8	0.292	0.721	1	0:00:04.934084
280	9	9	0.453	0.818	1	0:00:04.937694
300	6	6	0.742	0.931	1	0:00:04.936527
320	3	5	0.961	0.973	0	0:00:04.932666
340	2	4	0.289	0.718	0	0:00:04.930735
360	9	5	0.393	0.784	0	0:00:04.940114
380	6	-1	-0.148	0.383	0	0:00:04.932060
400	9	9	1.24	0.993	1	0:00:04.941573
420	4	4	1.6	0.999	1	0:00:05.135868
440	1	1	0.864	0.958	1	0:00:05.026905
460	5	5	1.05	0.982	1	0:00:05.027942
480	8	9	0.123	0.597	0	0:00:05.021971
500	4	-1	-0.229	0.324	0	0:00:05.021870
520	5	5	0.814	0.948	1	0:00:05.017099
540	1	-1	-0.0128	0.49	0	0:00:05.024167
560	0	0	1.6	0.999	1	0:00:05.009189
580	4	4	1.29	0.995	1	0:00:05.023481
600	8	8	1.53	0.999	1	0:00:05.025519
620	7	-1	-0.24	0.315	0	0:00:05.023903
640	5	3	0.851	0.956	0	0:00:05.018988
660	9	9	1.21	0.992	1	0:00:05.013294
680	9	-1	-0.00301	0.498	0	0:00:05.021609
700	7	7	0.49	0.836	1	0:00:05.016013
720	4	4	0.734	0.929	1	0:00:05.016367
740	2	3	0.139	0.609	0	0:00:05.027626
760	3	3	0.643	0.901	1	0:00:05.022006
780	9	9	0.948	0.971	1	0:00:04.907802
800	7	7	1.6	0.999	1	0:00:04.934031
820	6	3	0.21	0.663	0	0:00:05.058262
840	7	7	1.56	0.999	1	0:00:04.877122
860	4	4	1.1	0.986	1	0:00:05.077203
880	8	8	1.53	0.999	1	0:00:05.039543
900	2	-1	-0.142	0.388	0	0:00:05.057528
920	6	-1	-0.156	0.378	0	0:00:05.049261
940	9	9	1.02	0.979	1	0:00:05.057702
960	9	9	1.2	0.992	1	0:00:05.080036
980	2	2	0.33	0.746	1	0:00:04.944272
1000	5	5	1.36	0.997	1	0:00:05.027520
1020	1	1	1.04	0.981	1	0:00:04.871011
1040	7	5	0.533	0.857	0	0:00:05.001650
1060	9	9	1.19	0.991	1	0:00:05.086685
1080	6	6	0.597	0.884	1	0:00:04.994313
1100	7	0	0.256	0.696	0	0:00:04.984545
1120	5	2	0.077	0.561	0	0:00:04.981679
1140	6	4	0.0152	0.512	0	0:00:04.981988
1160	8	0	0.457	0.82	0	0:00:04.979566
1180	3	3	0.306	0.73	1	0:00:04.982391
1200	8	8	0.278	0.711	1	0:00:04.978713
1220	9	3	0.564	0.87	0	0:00:04.980809
1240	2	2	0.107	0.585	1	0:00:04.989059
1260	1	1	0.245	0.688	1	0:00:04.982917
1280	3	3	0.17	0.633	1	0:00:04.981969
1300	4	4	0.685	0.915	1	0:00:04.984999
1320	7	0	0.111	0.588	0	0:00:04.978958
1340	1	1	1.6	0.999	1	0:00:04.975793
1360	7	7	0.14	0.61	1	0:00:04.989918
1380	4	5	1.4	0.997	0	0:00:04.978367
1400	5	3	0.269	0.705	0	0:00:04.978858
1420	4	4	0.423	0.801	1	0:00:04.982806
1440	0	8	0.164	0.628	0	0:00:04.983546
1460	6	5	0.0832	0.566	0	0:00:04.983005
1480	1	-1	-0.0084	0.493	0	0:00:04.988952
1500	1	1	0.466	0.824	1	0:00:04.984259
1520	7	4	0.473	0.828	0	0:00:04.987976
1540	8	8	1.6	0.999	1	0:00:04.981596
1560	7	7	1.6	0.999	1	0:00:04.979229
1580	6	3	0.507	0.845	0	0:00:04.988306
1600	8	-1	-0.0817	0.435	0	0:00:04.986032
1620	5	8	0.393	0.784	0	0:00:04.980267
1640	7	3	0.804	0.946	0	0:00:04.989183
1660	3	3	0.756	0.935	1	0:00:04.991689
1680	6	6	0.227	0.675	1	0:00:05.006439
1700	5	5	0.383	0.778	1	0:00:05.099937
1720	4	4	0.0628	0.55	1	0:00:04.983419
1740	1	1	0.84	0.953	1	0:00:05.024064
1760	0	8	0.174	0.636	0	0:00:05.022114
1780	7	7	0.892	0.963	1	0:00:05.024895
1800	4	0	0.241	0.685	0	0:00:04.883876
1820	8	8	0.135	0.607	1	0:00:04.914596
1840	8	4	0.046	0.537	0	0:00:04.909012
1860	8	3	0.0541	0.543	0	0:00:04.909616
1880	1	8	0.449	0.816	0	0:00:04.913826
1900	8	8	1.6	0.999	1	0:00:04.896840
1920	2	2	1.41	0.998	1	0:00:04.908984
1940	5	-1	-0.173	0.365	0	0:00:04.910541
1960	2	5	0.943	0.97	0	0:00:04.912152
1980	9	9	1.53	0.999	1	0:00:04.910463
2000	1	6	0.32	0.739	0	0:00:04.916659
2020	9	9	1.47	0.998	1	0:00:04.910193
2040	0	0	1.53	0.999	1	0:00:04.904110
2060	5	5	0.0427	0.534	1	0:00:04.911232
2080	1	9	0.173	0.635	0	0:00:04.920674
2100	2	2	1.37	0.997	1	0:00:04.916497
2120	4	8	1.44	0.998	0	0:00:04.913005
2140	9	9	1.01	0.978	1	0:00:04.908616
2160	0	8	0.305	0.729	0	0:00:04.918492
