idx	label	predict	radius	pABar	correct	time
0	3	3	0.568	0.872	1	0:00:05.630495
20	7	7	0.471	0.827	1	0:00:04.824867
40	4	4	0.34	0.752	1	0:00:04.828443
60	7	7	1.1	0.986	1	0:00:04.981623
80	8	8	1.23	0.993	1	0:00:04.865319
100	4	-1	-0.139	0.39	0	0:00:04.865095
120	8	8	0.25	0.691	1	0:00:04.865103
140	6	6	0.317	0.737	1	0:00:04.870586
160	2	2	0.427	0.803	1	0:00:05.158904
180	0	0	1.03	0.98	1	0:00:05.077698
200	5	5	0.337	0.75	1	0:00:05.101333
220	7	7	1.35	0.996	1	0:00:04.852123
240	1	1	1.6	0.999	1	0:00:05.007355
260	8	-1	-0.0168	0.487	0	0:00:05.130084
280	9	9	1.0	0.978	1	0:00:04.973618
300	6	6	0.724	0.926	1	0:00:04.977517
320	3	3	0.581	0.877	1	0:00:04.971286
340	2	4	0.236	0.681	0	0:00:04.972085
360	9	9	0.143	0.613	1	0:00:04.975146
380	6	6	0.311	0.733	1	0:00:04.978397
400	9	9	1.19	0.991	1	0:00:05.108762
420	4	4	0.906	0.965	1	0:00:05.081938
440	1	1	0.508	0.845	1	0:00:05.047575
460	5	5	1.13	0.988	1	0:00:05.051357
480	8	9	0.593	0.882	0	0:00:05.043179
500	4	6	0.296	0.723	0	0:00:05.042707
520	5	5	0.386	0.78	1	0:00:05.040811
540	1	1	0.653	0.904	1	0:00:05.032858
560	0	0	1.42	0.998	1	0:00:05.043655
580	4	4	0.68	0.913	1	0:00:05.063462
600	8	8	1.24	0.993	1	0:00:04.895599
620	7	7	0.444	0.813	1	0:00:04.911835
640	5	3	0.951	0.971	0	0:00:04.910285
660	9	9	0.937	0.969	1	0:00:04.907617
680	9	9	0.106	0.584	1	0:00:04.914099
700	7	7	0.794	0.944	1	0:00:04.906085
720	4	-1	-0.203	0.342	0	0:00:04.902711
740	2	3	0.1	0.579	0	0:00:04.914893
760	3	3	0.296	0.723	1	0:00:04.913114
780	9	9	0.499	0.841	1	0:00:04.912713
800	7	7	1.56	0.999	1	0:00:04.903292
820	6	-1	-0.0459	0.463	0	0:00:04.914498
840	7	7	1.6	0.999	1	0:00:04.903087
860	4	4	0.469	0.826	1	0:00:04.917262
880	8	8	1.28	0.995	1	0:00:04.898968
900	2	2	0.127	0.6	1	0:00:04.913624
920	6	6	0.22	0.67	1	0:00:04.909876
940	9	9	1.31	0.996	1	0:00:05.130673
960	9	9	1.16	0.99	1	0:00:04.988873
980	2	-1	-0.117	0.407	0	0:00:04.991546
1000	5	5	1.29	0.995	1	0:00:04.986640
1020	1	1	1.47	0.998	1	0:00:04.991048
1040	7	5	0.771	0.938	0	0:00:05.047715
1060	9	9	1.4	0.997	1	0:00:05.107653
1080	6	6	0.622	0.893	1	0:00:05.121688
1100	7	0	0.00313	0.503	0	0:00:04.912500
1120	5	5	0.0398	0.532	1	0:00:04.913372
1140	6	6	0.389	0.782	1	0:00:04.916644
1160	8	-1	-0.0232	0.482	0	0:00:04.909783
1180	3	3	0.881	0.961	1	0:00:04.925187
1200	8	8	0.426	0.803	1	0:00:04.914960
1220	9	-1	-0.219	0.331	0	0:00:04.915696
1240	2	6	0.849	0.955	0	0:00:04.923032
1260	1	9	0.398	0.787	0	0:00:04.913838
1280	3	3	0.104	0.582	1	0:00:04.923554
1300	4	3	0.583	0.878	0	0:00:04.916431
1320	7	2	0.00991	0.508	0	0:00:04.911305
1340	1	1	1.41	0.998	1	0:00:04.911655
1360	7	7	0.889	0.962	1	0:00:04.920605
1380	4	5	0.453	0.817	0	0:00:04.903079
1400	5	3	0.463	0.823	0	0:00:05.016187
1420	4	-1	-0.0655	0.448	0	0:00:04.989124
1440	0	0	0.161	0.626	1	0:00:04.979833
1460	6	6	0.858	0.957	1	0:00:04.983578
1480	1	1	0.307	0.731	1	0:00:04.982102
1500	1	1	0.901	0.964	1	0:00:04.982472
1520	7	7	0.727	0.927	1	0:00:04.983925
1540	8	8	1.44	0.998	1	0:00:04.981355
1560	7	7	1.6	0.999	1	0:00:04.975981
1580	6	1	0.0518	0.541	0	0:00:04.982836
1600	8	9	0.0425	0.534	0	0:00:05.190408
1620	5	4	0.00853	0.507	0	0:00:05.063383
1640	7	3	0.483	0.833	0	0:00:04.870823
1660	3	3	0.156	0.622	1	0:00:04.901288
1680	6	6	0.857	0.957	1	0:00:04.902409
1700	5	5	0.0777	0.562	1	0:00:05.013561
1720	4	4	0.0621	0.549	1	0:00:05.241702
1740	1	1	0.511	0.847	1	0:00:05.062213
1760	0	0	0.574	0.874	1	0:00:04.928953
1780	7	7	0.783	0.941	1	0:00:04.928096
1800	4	-1	-0.00877	0.493	0	0:00:04.931053
1820	8	8	0.432	0.806	1	0:00:04.931970
1840	8	-1	-0.155	0.378	0	0:00:04.933750
1860	8	8	0.996	0.977	1	0:00:04.930913
1880	1	1	0.85	0.956	1	0:00:05.055701
1900	8	8	1.6	0.999	1	0:00:05.129884
1920	2	2	1.08	0.985	1	0:00:05.037422
1940	5	-1	-0.0599	0.452	0	0:00:05.028595
1960	2	5	0.341	0.752	0	0:00:04.928727
1980	9	9	1.56	0.999	1	0:00:05.068625
2000	1	1	0.0478	0.538	1	0:00:04.996006
2020	9	9	1.43	0.998	1	0:00:04.991644
2040	0	0	0.814	0.948	1	0:00:04.996275
2060	5	3	0.602	0.886	0	0:00:05.005895
2080	1	1	0.221	0.671	1	0:00:05.014707
2100	2	2	0.726	0.927	1	0:00:05.010900
2120	4	8	0.501	0.842	0	0:00:05.005525
2140	9	9	1.2	0.992	1	0:00:05.004586
2160	0	0	0.379	0.776	1	0:00:05.001092
2180	4	4	0.993	0.977	1	0:00:04.982384
2200	0	-1	-0.0148	0.488	0	0:00:04.784272
2220	1	1	1.53	0.999	1	0:00:04.997910
2240	9	-1	-0.00953	0.492	0	0:00:04.990279
2260	4	4	0.925	0.968	1	0:00:04.963292
2280	4	-1	-0.339	0.249	0	0:00:05.016658
2300	3	-1	-0.171	0.366	0	0:00:05.019412
2320	5	2	0.728	0.927	0	0:00:04.962534
2340	7	7	1.6	0.999	1	0:00:04.991854
2360	7	7	0.152	0.62	1	0:00:04.780460
2380	8	8	1.09	0.986	1	0:00:04.843645
2400	0	0	0.854	0.956	1	0:00:05.034436
2420	8	-1	-0.165	0.371	0	0:00:04.839299
2440	7	7	0.716	0.924	1	0:00:04.962691
2460	9	-1	-0.072	0.443	0	0:00:04.886716
2480	8	8	1.19	0.991	1	0:00:04.885546
2500	4	4	0.138	0.608	1	0:00:04.886278
2520	1	1	0.532	0.856	1	0:00:04.886741
2540	2	-1	-0.0216	0.483	0	0:00:04.886869
2560	7	7	0.302	0.727	1	0:00:04.885139
2580	6	6	0.0323	0.526	1	0:00:04.885967
2600	8	8	1.41	0.998	1	0:00:04.881474
2620	1	1	0.282	0.714	1	0:00:04.885250
2640	7	7	1.07	0.984	1	0:00:04.873294
2660	3	-1	-0.0226	0.482	0	0:00:05.007556
2680	0	0	1.6	0.999	1	0:00:04.875314
2700	9	9	0.393	0.784	1	0:00:04.888364
