idx	label	predict	radius	pABar	correct	time
0	3	3	0.581	0.877	1	0:00:06.125435
20	7	7	0.67	0.91	1	0:00:05.392066
40	4	4	0.278	0.711	1	0:00:05.419511
60	7	7	0.964	0.973	1	0:00:05.415350
80	8	8	1.19	0.991	1	0:00:05.350563
100	4	-1	-0.181	0.358	0	0:00:05.364914
120	8	8	0.0884	0.57	1	0:00:05.360250
140	6	6	0.215	0.666	1	0:00:05.362974
160	2	2	0.649	0.903	1	0:00:05.361439
180	0	0	1.13	0.988	1	0:00:05.366777
200	5	5	0.357	0.762	1	0:00:05.367830
220	7	7	1.35	0.996	1	0:00:05.366660
240	1	1	1.6	0.999	1	0:00:05.677083
260	8	8	0.107	0.585	1	0:00:05.479343
280	9	9	0.759	0.936	1	0:00:05.475032
300	6	6	0.77	0.938	1	0:00:05.478804
320	3	3	0.167	0.631	1	0:00:05.517537
340	2	4	0.293	0.721	0	0:00:05.341737
360	9	9	0.00564	0.505	1	0:00:05.566360
380	6	6	0.163	0.627	1	0:00:05.372150
400	9	9	1.17	0.99	1	0:00:05.373264
420	4	4	1.09	0.985	1	0:00:05.376203
440	1	1	0.604	0.886	1	0:00:05.509474
460	5	5	1.12	0.987	1	0:00:05.537924
480	8	9	0.572	0.874	0	0:00:05.438036
500	4	6	0.136	0.607	0	0:00:05.474425
520	5	5	0.558	0.868	1	0:00:05.480648
540	1	1	0.485	0.834	1	0:00:05.509684
560	0	0	1.32	0.996	1	0:00:05.282404
580	4	4	0.86	0.957	1	0:00:05.717525
600	8	8	1.3	0.995	1	0:00:05.629072
620	7	7	0.312	0.734	1	0:00:05.776574
640	5	3	0.931	0.969	0	0:00:05.521871
660	9	9	1.01	0.979	1	0:00:05.541520
680	9	9	0.11	0.587	1	0:00:05.533794
700	7	7	0.749	0.933	1	0:00:05.522560
720	4	-1	-0.0832	0.434	0	0:00:05.536930
740	2	3	0.0228	0.518	0	0:00:05.538085
760	3	3	0.324	0.741	1	0:00:05.529183
780	9	9	0.736	0.93	1	0:00:05.525246
800	7	7	1.6	0.999	1	0:00:05.532819
820	6	-1	-0.334	0.252	0	0:00:05.525571
840	7	7	1.56	0.999	1	0:00:05.523333
860	4	4	0.591	0.881	1	0:00:05.531416
880	8	8	1.1	0.986	1	0:00:05.503130
900	2	-1	-0.1	0.421	0	0:00:05.542783
920	6	-1	-0.0865	0.431	0	0:00:05.527329
940	9	9	1.32	0.996	1	0:00:05.534876
960	9	9	1.25	0.994	1	0:00:05.514765
980	2	-1	-0.0762	0.439	0	0:00:05.529720
1000	5	5	1.23	0.993	1	0:00:05.517948
1020	1	1	1.41	0.998	1	0:00:05.575958
1040	7	5	0.767	0.937	0	0:00:05.311337
1060	9	9	1.25	0.994	1	0:00:05.783804
1080	6	6	0.589	0.881	1	0:00:05.350518
1100	7	0	0.0774	0.562	0	0:00:05.682954
1120	5	5	0.115	0.591	1	0:00:05.760535
1140	6	6	0.396	0.786	1	0:00:05.704959
1160	8	0	0.0814	0.565	0	0:00:05.517175
1180	3	3	0.516	0.849	1	0:00:05.534626
1200	8	8	0.396	0.786	1	0:00:05.519937
1220	9	-1	-0.0243	0.481	0	0:00:05.526581
1240	2	6	0.618	0.892	0	0:00:05.547436
1260	1	9	0.211	0.663	0	0:00:05.539584
1280	3	3	0.043	0.534	1	0:00:05.528729
1300	4	-1	-0.161	0.374	0	0:00:05.532885
1320	7	-1	-0.122	0.404	0	0:00:05.536808
1340	1	1	1.53	0.999	1	0:00:05.521292
1360	7	7	0.718	0.925	1	0:00:05.523911
1380	4	5	0.711	0.923	0	0:00:05.506997
1400	5	3	0.482	0.833	0	0:00:05.514395
1420	4	4	0.0349	0.528	1	0:00:05.528782
1440	0	0	0.174	0.636	1	0:00:05.514553
1460	6	6	0.607	0.887	1	0:00:05.524281
1480	1	1	0.212	0.664	1	0:00:05.539282
1500	1	1	0.659	0.906	1	0:00:05.524749
1520	7	7	0.384	0.778	1	0:00:05.529066
1540	8	8	1.47	0.998	1	0:00:05.520481
1560	7	7	1.6	0.999	1	0:00:05.521795
1580	6	-1	-0.045	0.464	0	0:00:05.530013
1600	8	-1	-0.0555	0.456	0	0:00:05.534361
1620	5	4	0.0339	0.527	0	0:00:05.542279
1640	7	3	0.503	0.843	0	0:00:05.549874
1660	3	3	0.368	0.769	1	0:00:05.539322
1680	6	6	0.787	0.942	1	0:00:05.539867
1700	5	5	0.273	0.707	1	0:00:05.525054
1720	4	4	0.0637	0.551	1	0:00:05.522992
1740	1	1	0.617	0.891	1	0:00:05.527256
1760	0	0	0.472	0.828	1	0:00:05.520754
1780	7	7	0.876	0.96	1	0:00:05.525684
1800	4	-1	-0.041	0.467	0	0:00:05.520937
1820	8	8	0.193	0.65	1	0:00:05.528322
1840	8	-1	-0.00338	0.497	0	0:00:05.544714
1860	8	8	0.61	0.889	1	0:00:05.537778
1880	1	1	0.478	0.831	1	0:00:05.541615
1900	8	8	1.56	0.999	1	0:00:05.510858
1920	2	2	0.925	0.968	1	0:00:05.531926
1940	5	-1	-0.0524	0.458	0	0:00:05.550190
