idx	label	predict	radius	pABar	correct	time
0	3	3	0.984	0.976	1	0:00:05.696982
20	7	7	0.817	0.949	1	0:00:04.809344
40	4	4	0.169	0.633	1	0:00:04.809841
60	7	7	0.742	0.931	1	0:00:04.900496
80	8	8	1.39	0.997	1	0:00:05.083082
100	4	-1	-0.157	0.377	0	0:00:04.984074
120	8	8	0.344	0.754	1	0:00:04.983326
140	6	-1	-0.132	0.396	0	0:00:04.985881
160	2	2	1.42	0.998	1	0:00:04.989666
180	0	0	1.4	0.997	1	0:00:04.988510
200	5	5	0.392	0.784	1	0:00:04.996282
220	7	7	1.56	0.999	1	0:00:04.992151
240	1	1	1.47	0.998	1	0:00:04.993108
260	8	8	0.305	0.729	1	0:00:05.232345
280	9	9	0.546	0.863	1	0:00:05.264672
300	6	6	0.808	0.947	1	0:00:05.255538
320	3	5	0.712	0.923	0	0:00:05.195792
340	2	4	0.497	0.84	0	0:00:05.193151
360	9	5	0.454	0.818	0	0:00:05.080482
380	6	-1	-0.237	0.318	0	0:00:05.113756
400	9	9	1.24	0.993	1	0:00:05.265195
420	4	4	1.53	0.999	1	0:00:05.108052
440	1	1	0.872	0.959	1	0:00:05.066208
460	5	5	1.13	0.988	1	0:00:05.070888
480	8	9	0.345	0.755	0	0:00:05.066264
500	4	-1	-0.407	0.208	0	0:00:05.069721
520	5	5	0.812	0.948	1	0:00:05.065813
540	1	-1	-0.155	0.378	0	0:00:05.067907
560	0	0	1.6	0.999	1	0:00:05.050642
580	4	4	1.35	0.996	1	0:00:05.067776
600	8	8	1.6	0.999	1	0:00:05.063970
620	7	-1	-0.318	0.262	0	0:00:05.443108
640	5	3	0.849	0.955	0	0:00:05.050843
660	9	9	1.37	0.997	1	0:00:05.023557
680	9	-1	-0.0108	0.491	0	0:00:05.026323
700	7	7	0.52	0.851	1	0:00:05.457738
720	4	4	0.724	0.926	1	0:00:05.357824
740	2	3	0.23	0.677	0	0:00:05.419738
760	3	3	0.686	0.915	1	0:00:05.006670
780	9	9	1.05	0.983	1	0:00:04.999010
800	7	7	1.6	0.999	1	0:00:04.999252
820	6	3	0.101	0.58	0	0:00:05.427423
840	7	7	1.6	0.999	1	0:00:05.170870
860	4	4	1.16	0.99	1	0:00:05.172236
880	8	8	1.6	0.999	1	0:00:05.278564
900	2	-1	-0.225	0.327	0	0:00:05.125604
920	6	-1	-0.114	0.41	0	0:00:04.969145
940	9	9	1.19	0.991	1	0:00:05.507671
960	9	9	1.24	0.993	1	0:00:05.346799
980	2	2	0.448	0.815	1	0:00:04.984693
1000	5	5	1.51	0.999	1	0:00:05.022809
1020	1	1	1.16	0.99	1	0:00:05.029015
1040	7	5	0.6	0.885	0	0:00:05.027701
1060	9	9	1.3	0.995	1	0:00:05.248191
1080	6	6	0.761	0.936	1	0:00:05.342822
1100	7	0	0.333	0.747	0	0:00:05.309790
1120	5	2	0.133	0.605	0	0:00:05.307814
1140	6	4	0.00226	0.502	0	0:00:05.091515
1160	8	0	0.534	0.857	0	0:00:05.101848
1180	3	3	0.476	0.829	1	0:00:05.189006
1200	8	8	0.341	0.752	1	0:00:05.106364
1220	9	3	0.542	0.861	0	0:00:05.106337
1240	2	-1	-0.0604	0.452	0	0:00:05.118264
1260	1	1	0.0799	0.563	1	0:00:05.112543
1280	3	3	0.196	0.652	1	0:00:05.103353
1300	4	4	0.713	0.923	1	0:00:05.108926
1320	7	-1	-0.0424	0.466	0	0:00:05.105709
1340	1	1	1.6	0.999	1	0:00:05.099040
1360	7	7	0.333	0.748	1	0:00:05.104281
1380	4	5	1.4	0.997	0	0:00:05.103312
1400	5	3	0.426	0.803	0	0:00:05.252099
1420	4	4	0.435	0.808	1	0:00:05.079407
1440	0	8	0.124	0.598	0	0:00:05.076389
1460	6	-1	-0.157	0.377	0	0:00:05.078648
1480	1	-1	-0.0298	0.476	0	0:00:04.996793
1500	1	1	0.61	0.889	1	0:00:05.017824
1520	7	4	0.4	0.788	0	0:00:05.017664
1540	8	8	1.6	0.999	1	0:00:05.040285
1560	7	7	1.6	0.999	1	0:00:05.409962
1580	6	3	0.484	0.834	0	0:00:05.047571
1600	8	-1	-0.0889	0.429	0	0:00:05.048187
1620	5	8	0.306	0.73	0	0:00:05.045793
1640	7	3	0.832	0.952	0	0:00:05.064451
1660	3	3	0.714	0.923	1	0:00:05.058047
1680	6	6	0.372	0.772	1	0:00:05.069750
1700	5	5	0.345	0.755	1	0:00:05.056622
1720	4	4	0.074	0.559	1	0:00:05.045678
1740	1	1	0.885	0.962	1	0:00:05.053884
1760	0	8	0.0633	0.55	0	0:00:05.054410
1780	7	7	0.957	0.972	1	0:00:05.052739
1800	4	0	0.172	0.635	0	0:00:05.047606
1820	8	8	0.247	0.689	1	0:00:05.060323
1840	8	4	0.159	0.625	0	0:00:05.059568
1860	8	8	0.082	0.565	1	0:00:05.053515
1880	1	8	0.374	0.773	0	0:00:05.066862
1900	8	8	1.6	0.999	1	0:00:05.041957
1920	2	2	1.39	0.997	1	0:00:05.064086
1940	5	-1	-0.118	0.407	0	0:00:05.322824
1960	2	5	0.91	0.966	0	0:00:05.309150
1980	9	9	1.6	0.999	1	0:00:05.298371
2000	1	6	0.321	0.74	0	0:00:05.207068
2020	9	9	1.53	0.999	1	0:00:05.233148
2040	0	0	1.53	0.999	1	0:00:05.207654
2060	5	3	0.113	0.589	0	0:00:05.253925
2080	1	9	0.163	0.628	0	0:00:05.109029
2100	2	2	1.41	0.998	1	0:00:05.165010
2120	4	8	1.46	0.998	0	0:00:05.153253
2140	9	9	1.1	0.986	1	0:00:05.162599
2160	0	8	0.186	0.645	0	0:00:05.137143
2180	4	4	1.6	0.999	1	0:00:05.161035
2200	0	0	0.119	0.594	1	0:00:05.151664
2220	1	1	1.46	0.998	1	0:00:05.166240
2240	9	8	0.434	0.808	0	0:00:05.171772
2260	4	4	0.874	0.96	1	0:00:05.236538
2280	4	8	1.07	0.984	0	0:00:05.262667
