idx	label	predict	radius	pABar	correct	time
0	3	3	1.56	0.999	1	0:00:06.222936
20	7	7	0.856	0.956	1	0:00:05.337100
40	4	4	0.947	0.971	1	0:00:05.537743
60	7	7	1.53	0.999	1	0:00:05.538182
80	8	8	1.6	0.999	1	0:00:05.526143
100	4	5	0.262	0.7	0	0:00:05.537028
120	8	8	1.47	0.998	1	0:00:05.534024
140	6	6	0.444	0.813	1	0:00:05.540519
160	2	2	1.39	0.997	1	0:00:05.540441
180	0	0	1.6	0.999	1	0:00:05.525494
200	5	5	0.905	0.965	1	0:00:05.538385
220	7	7	1.6	0.999	1	0:00:05.428515
240	1	1	1.6	0.999	1	0:00:05.390899
260	8	3	0.811	0.948	0	0:00:05.399217
280	9	9	1.6	0.999	1	0:00:05.393787
300	6	6	0.957	0.972	1	0:00:05.403651
320	3	3	0.89	0.962	1	0:00:05.398551
340	2	4	1.15	0.99	0	0:00:05.865946
360	9	5	0.944	0.97	0	0:00:05.669791
380	6	4	0.508	0.845	0	0:00:05.820360
400	9	9	1.6	0.999	1	0:00:05.549898
420	4	4	1.6	0.999	1	0:00:05.538365
440	1	1	0.959	0.972	1	0:00:05.552744
460	5	5	1.56	0.999	1	0:00:05.327907
480	8	9	0.432	0.806	0	0:00:05.814628
500	4	2	0.403	0.79	0	0:00:05.483030
520	5	5	0.305	0.729	1	0:00:05.457570
540	1	1	1.13	0.988	1	0:00:05.450507
560	0	0	1.6	0.999	1	0:00:05.429579
580	4	4	1.6	0.999	1	0:00:05.294501
600	8	8	1.6	0.999	1	0:00:05.746332
620	7	7	0.525	0.853	1	0:00:05.793839
640	5	3	1.6	0.999	0	0:00:05.658106
660	9	9	1.53	0.999	1	0:00:05.419866
680	9	-1	-0.159	0.375	0	0:00:05.421157
700	7	7	0.956	0.972	1	0:00:05.419745
720	4	4	0.836	0.953	1	0:00:05.419997
740	2	3	1.02	0.979	0	0:00:05.432735
760	3	3	1.32	0.996	1	0:00:05.420676
780	9	9	1.29	0.995	1	0:00:05.422425
800	7	7	1.6	0.999	1	0:00:05.418978
820	6	6	0.328	0.744	1	0:00:05.422766
840	7	7	1.6	0.999	1	0:00:05.415100
860	4	4	1.37	0.997	1	0:00:05.427232
880	8	8	1.6	0.999	1	0:00:05.406126
900	2	2	0.89	0.963	1	0:00:05.421700
920	6	6	0.486	0.835	1	0:00:05.419398
940	9	9	1.6	0.999	1	0:00:05.422391
960	9	9	1.56	0.999	1	0:00:05.424968
980	2	2	0.832	0.952	1	0:00:05.428141
1000	5	5	1.6	0.999	1	0:00:05.415874
1020	1	1	1.6	0.999	1	0:00:05.419198
1040	7	5	0.795	0.944	0	0:00:05.435925
1060	9	9	1.6	0.999	1	0:00:05.421301
1080	6	6	1.37	0.997	1	0:00:05.429788
1100	7	0	0.603	0.886	0	0:00:05.420276
1120	5	2	0.536	0.858	0	0:00:05.421054
1140	6	6	0.0528	0.542	1	0:00:05.418238
1160	8	0	0.883	0.961	0	0:00:05.416281
1180	3	3	1.6	0.999	1	0:00:05.424400
1200	8	8	0.408	0.793	1	0:00:05.426336
1220	9	6	0.139	0.61	0	0:00:05.862972
1240	2	6	1.3	0.995	0	0:00:05.818981
1260	1	9	1.04	0.982	0	0:00:05.734259
1280	3	3	0.405	0.791	1	0:00:05.704949
1300	4	3	0.969	0.974	0	0:00:05.394571
1320	7	2	1.04	0.981	0	0:00:05.331068
1340	1	1	1.6	0.999	1	0:00:05.322897
1360	7	7	1.3	0.995	1	0:00:05.411879
1380	4	5	0.773	0.939	0	0:00:05.995734
1400	5	3	1.22	0.993	0	0:00:05.661336
1420	4	4	0.27	0.706	1	0:00:05.488343
1440	0	8	0.465	0.824	0	0:00:05.485837
1460	6	6	0.172	0.635	1	0:00:05.487686
1480	1	1	0.167	0.631	1	0:00:05.492179
1500	1	1	1.6	0.999	1	0:00:05.488878
1520	7	7	0.545	0.862	1	0:00:05.490256
1540	8	8	1.6	0.999	1	0:00:05.489236
1560	7	7	1.6	0.999	1	0:00:05.487131
1580	6	3	0.84	0.954	0	0:00:05.492913
1600	8	6	0.203	0.658	0	0:00:05.445736
1620	5	4	0.435	0.808	0	0:00:05.491332
1640	7	3	1.17	0.99	0	0:00:05.491903
1660	3	3	0.145	0.614	1	0:00:05.477568
1680	6	6	1.15	0.99	1	0:00:05.480455
1700	5	-1	-0.254	0.306	0	0:00:05.474783
1720	4	4	0.0492	0.539	1	0:00:05.478552
1740	1	1	0.977	0.975	1	0:00:05.477225
1760	0	0	0.557	0.867	1	0:00:05.355978
1780	7	7	1.19	0.991	1	0:00:05.389662
1800	4	-1	-0.0203	0.484	0	0:00:05.384944
1820	8	8	1.26	0.994	1	0:00:05.402918
1840	8	4	1.13	0.988	0	0:00:05.396311
1860	8	8	1.39	0.997	1	0:00:05.395311
1880	1	1	0.664	0.908	1	0:00:05.921886
1900	8	8	1.6	0.999	1	0:00:05.884083
1920	2	2	1.6	0.999	1	0:00:05.428663
1940	5	2	0.357	0.762	0	0:00:05.664611
1960	2	5	0.282	0.714	0	0:00:05.668924
1980	9	9	1.6	0.999	1	0:00:05.423672
2000	1	6	0.102	0.581	0	0:00:05.434899
2020	9	9	1.6	0.999	1	0:00:05.431860
2040	0	0	1.6	0.999	1	0:00:05.423825
2060	5	3	1.37	0.997	0	0:00:05.434070
2080	1	9	0.105	0.583	0	0:00:05.434592
2100	2	2	1.6	0.999	1	0:00:05.427922
2120	4	8	1.6	0.999	0	0:00:05.426364
2140	9	9	1.6	0.999	1	0:00:05.442162
2160	0	0	0.285	0.716	1	0:00:05.421352
2180	4	4	1.6	0.999	1	0:00:05.422227
2200	0	2	0.444	0.813	0	0:00:05.432000
2220	1	1	1.6	0.999	1	0:00:05.428836
2240	9	8	0.257	0.696	0	0:00:05.440935
2260	4	4	1.6	0.999	1	0:00:05.441256
2280	4	2	0.0543	0.543	0	0:00:05.435119
2300	3	2	0.295	0.722	0	0:00:05.439009
2320	5	2	1.53	0.999	0	0:00:05.664800
2340	7	7	1.6	0.999	1	0:00:05.589504
2360	7	5	0.342	0.753	0	0:00:05.353243
2380	8	8	1.6	0.999	1	0:00:05.633184
2400	0	0	1.49	0.999	1	0:00:05.744828
2420	8	5	0.845	0.955	0	0:00:05.940334
2440	7	7	1.39	0.997	1	0:00:05.546131
2460	9	7	0.217	0.668	0	0:00:05.349268
2480	8	8	1.6	0.999	1	0:00:05.873701
2500	4	4	0.465	0.824	1	0:00:05.694349
2520	1	-1	-0.0544	0.457	0	0:00:05.686784
2540	2	5	0.097	0.577	0	0:00:05.495532
2560	7	4	0.0314	0.525	0	0:00:05.434090
2580	6	6	0.851	0.956	1	0:00:05.444879
2600	8	8	1.6	0.999	1	0:00:05.430677
2620	1	-1	-0.151	0.381	0	0:00:05.440269
2640	7	7	1.47	0.998	1	0:00:05.450364
2660	3	2	1.56	0.999	0	0:00:05.826154
2680	0	0	1.6	0.999	1	0:00:05.524987
2700	9	9	0.215	0.666	1	0:00:05.497082
2720	3	3	1.27	0.994	1	0:00:05.500133
2740	1	1	0.861	0.957	1	0:00:05.500110
2760	2	2	1.6	0.999	1	0:00:05.488024
2780	7	7	1.6	0.999	1	0:00:05.493603
2800	4	4	0.379	0.776	1	0:00:05.503215
2820	6	6	0.766	0.937	1	0:00:05.482629
2840	3	3	1.6	0.999	1	0:00:05.469629
2860	5	5	0.0613	0.549	1	0:00:05.839415
2880	4	4	1.6	0.999	1	0:00:05.445994
2900	3	5	0.141	0.611	0	0:00:05.413971
2920	2	3	0.934	0.969	0	0:00:05.400048
2940	3	0	1.32	0.996	0	0:00:05.415581
2960	9	9	1.43	0.998	1	0:00:05.412597
2980	8	8	1.56	0.999	1	0:00:06.116846
3000	5	5	1.6	0.999	1	0:00:05.804715
3020	1	1	1.28	0.995	1	0:00:05.432597
3040	7	7	1.6	0.999	1	0:00:05.470768
3060	7	7	1.34	0.996	1	0:00:05.474794
3080	1	1	0.809	0.947	1	0:00:05.475040
3100	0	0	1.3	0.995	1	0:00:05.456335
3120	4	2	1.6	0.999	0	0:00:05.464835
3140	8	8	1.6	0.999	1	0:00:05.459428
3160	6	2	1.27	0.995	0	0:00:05.475271
3180	3	3	1.3	0.995	1	0:00:05.474623
3200	5	7	0.341	0.752	0	0:00:05.480711
3220	3	3	0.66	0.907	1	0:00:05.481560
3240	4	-1	-0.178	0.361	0	0:00:05.477921
3260	7	7	1.6	0.999	1	0:00:05.463334
3280	3	5	1.43	0.998	0	0:00:05.463744
3300	4	4	0.557	0.867	1	0:00:05.471196
3320	2	7	1.1	0.986	0	0:00:05.475310
3340	6	2	0.308	0.731	0	0:00:05.471440
3360	4	4	0.308	0.731	1	0:00:05.475009
3380	8	8	1.6	0.999	1	0:00:05.461236
3400	6	4	1.6	0.999	0	0:00:05.468612
3420	5	3	1.0	0.978	0	0:00:05.481002
3440	2	3	1.6	0.999	0	0:00:05.466700
3460	1	1	1.3	0.995	1	0:00:05.477201
3480	2	2	1.6	0.999	1	0:00:05.596235
3500	1	1	0.467	0.825	1	0:00:06.067033
3520	1	1	1.6	0.999	1	0:00:05.448231
3540	6	6	0.857	0.957	1	0:00:05.462050
3560	1	-1	-0.037	0.471	0	0:00:05.464067
3580	4	4	0.704	0.921	1	0:00:05.461420
3600	4	2	1.6	0.999	0	0:00:05.450413
3620	0	6	0.47	0.826	0	0:00:05.455040
3640	6	2	0.339	0.751	0	0:00:05.454387
3660	0	-1	-0.00802	0.494	0	0:00:05.928386
