idx	label	predict	radius	pABar	correct	time
0	3	3	0.63	0.896	1	0:00:05.630447
20	7	7	0.607	0.888	1	0:00:04.835452
40	4	4	0.337	0.75	1	0:00:04.799614
60	7	7	1.04	0.982	1	0:00:04.814355
80	8	8	1.23	0.993	1	0:00:04.813790
100	4	-1	-0.125	0.401	0	0:00:04.814091
120	8	8	0.208	0.661	1	0:00:05.024530
140	6	6	0.283	0.714	1	0:00:04.906990
160	2	2	0.628	0.896	1	0:00:04.833550
180	0	0	1.15	0.99	1	0:00:04.825139
200	5	5	0.399	0.787	1	0:00:05.068154
220	7	7	1.38	0.997	1	0:00:04.901891
240	1	1	1.6	0.999	1	0:00:04.898020
260	8	8	0.0314	0.525	1	0:00:04.902798
280	9	9	0.909	0.965	1	0:00:04.900615
300	6	6	0.773	0.939	1	0:00:04.900655
320	3	3	0.366	0.768	1	0:00:04.896551
340	2	4	0.342	0.753	0	0:00:04.891054
360	9	-1	-0.0137	0.489	0	0:00:04.874014
380	6	6	0.154	0.621	1	0:00:04.873328
400	9	9	1.21	0.992	1	0:00:05.070963
420	4	4	1.11	0.987	1	0:00:05.165863
440	1	1	0.609	0.888	1	0:00:04.995482
460	5	5	1.17	0.99	1	0:00:04.999768
480	8	9	0.63	0.896	0	0:00:04.861060
500	4	6	0.2	0.655	0	0:00:05.024875
520	5	5	0.503	0.843	1	0:00:05.032529
540	1	1	0.593	0.882	1	0:00:05.027718
560	0	0	1.46	0.998	1	0:00:05.020468
580	4	4	0.91	0.966	1	0:00:05.029387
600	8	8	1.32	0.996	1	0:00:05.033113
620	7	7	0.368	0.769	1	0:00:05.030219
640	5	3	0.981	0.975	0	0:00:05.032312
660	9	9	1.12	0.988	1	0:00:05.029578
680	9	9	0.089	0.571	1	0:00:05.031506
700	7	7	0.783	0.941	1	0:00:05.028973
720	4	-1	-0.0336	0.473	0	0:00:05.030592
740	2	3	0.0924	0.573	0	0:00:05.031029
760	3	3	0.38	0.776	1	0:00:04.817683
780	9	9	0.688	0.915	1	0:00:04.840583
800	7	7	1.6	0.999	1	0:00:05.172261
820	6	-1	-0.0735	0.442	0	0:00:05.068052
840	7	7	1.6	0.999	1	0:00:05.049866
860	4	4	0.591	0.881	1	0:00:04.958134
880	8	8	1.26	0.994	1	0:00:04.882608
900	2	2	0.0425	0.534	1	0:00:04.902842
920	6	6	0.0495	0.539	1	0:00:04.892450
940	9	9	1.31	0.996	1	0:00:04.901937
960	9	9	1.23	0.993	1	0:00:04.901406
980	2	-1	-0.0588	0.453	0	0:00:04.904947
1000	5	5	1.33	0.996	1	0:00:05.124379
1020	1	1	1.42	0.998	1	0:00:05.104949
1040	7	5	0.789	0.943	0	0:00:05.105746
1060	9	9	1.33	0.996	1	0:00:04.877816
1080	6	6	0.675	0.911	1	0:00:04.877527
1100	7	0	0.0688	0.555	0	0:00:04.968257
1120	5	5	0.0613	0.549	1	0:00:05.093599
1140	6	6	0.384	0.779	1	0:00:04.998372
1160	8	0	0.116	0.592	0	0:00:04.994133
1180	3	3	0.7	0.919	1	0:00:05.141379
1200	8	8	0.394	0.784	1	0:00:05.086190
1220	9	-1	-0.0842	0.433	0	0:00:05.080987
1240	2	6	0.719	0.925	0	0:00:05.189063
1260	1	9	0.324	0.742	0	0:00:04.981545
1280	3	3	0.083	0.566	1	0:00:04.903810
1300	4	3	0.171	0.633	0	0:00:04.907317
1320	7	2	0.001	0.501	0	0:00:04.924042
1340	1	1	1.49	0.999	1	0:00:04.915666
1360	7	7	0.845	0.955	1	0:00:04.926667
1380	4	5	0.654	0.904	0	0:00:04.922385
1400	5	3	0.537	0.858	0	0:00:04.925987
1420	4	4	0.0197	0.516	1	0:00:04.922361
1440	0	0	0.165	0.629	1	0:00:04.921708
1460	6	6	0.73	0.928	1	0:00:04.922113
1480	1	1	0.228	0.676	1	0:00:04.926968
1500	1	1	0.783	0.941	1	0:00:04.922365
1520	7	7	0.524	0.853	1	0:00:04.933504
1540	8	8	1.51	0.999	1	0:00:04.925025
1560	7	7	1.6	0.999	1	0:00:04.915866
1580	6	-1	-0.0089	0.493	0	0:00:04.927432
1600	8	-1	-0.0386	0.469	0	0:00:05.108415
1620	5	4	0.0869	0.569	0	0:00:04.886650
1640	7	3	0.541	0.86	0	0:00:04.905535
1660	3	3	0.295	0.722	1	0:00:04.897338
1680	6	6	0.833	0.952	1	0:00:04.901593
1700	5	5	0.207	0.661	1	0:00:04.898106
1720	4	4	0.0829	0.566	1	0:00:04.894527
1740	1	1	0.603	0.886	1	0:00:04.898949
1760	0	0	0.509	0.846	1	0:00:04.897194
1780	7	7	0.914	0.966	1	0:00:04.895118
1800	4	4	0.00828	0.507	1	0:00:04.896207
1820	8	8	0.319	0.738	1	0:00:04.896669
1840	8	4	0.0416	0.533	0	0:00:04.901248
1860	8	8	0.792	0.943	1	0:00:04.899103
1880	1	1	0.602	0.886	1	0:00:04.901573
1900	8	8	1.56	0.999	1	0:00:04.893346
1920	2	2	1.06	0.983	1	0:00:04.897509
1940	5	-1	-0.0601	0.452	0	0:00:04.895933
1960	2	5	0.464	0.823	0	0:00:04.975887
1980	9	9	1.49	0.999	1	0:00:05.093975
2000	1	-1	-0.0492	0.461	0	0:00:05.031069
2020	9	9	1.56	0.999	1	0:00:05.099790
2040	0	0	1.04	0.982	1	0:00:04.908857
2060	5	3	0.469	0.826	0	0:00:04.907036
2080	1	1	0.117	0.593	1	0:00:04.908764
2100	2	2	0.802	0.946	1	0:00:05.127037
2120	4	8	0.687	0.915	0	0:00:05.087182
2140	9	9	1.18	0.991	1	0:00:04.932593
2160	0	0	0.391	0.783	1	0:00:05.059941
2180	4	4	1.27	0.994	1	0:00:04.922773
2200	0	-1	-0.0401	0.468	0	0:00:05.050716
2220	1	1	1.56	0.999	1	0:00:05.014547
2240	9	-1	-0.0472	0.462	0	0:00:05.012998
2260	4	4	0.986	0.976	1	0:00:05.005998
2280	4	-1	-0.011	0.491	0	0:00:05.003977
2300	3	-1	-0.203	0.342	0	0:00:05.012285
2320	5	2	0.683	0.914	0	0:00:05.011416
2340	7	7	1.6	0.999	1	0:00:04.999958
2360	7	7	0.203	0.657	1	0:00:05.010911
2380	8	8	1.21	0.992	1	0:00:04.846979
2400	0	0	0.982	0.975	1	0:00:04.870128
2420	8	-1	-0.0649	0.448	0	0:00:04.871834
2440	7	7	0.807	0.947	1	0:00:05.012886
2460	9	-1	-0.159	0.375	0	0:00:04.917511
2480	8	8	1.13	0.988	1	0:00:04.909871
2500	4	4	0.233	0.679	1	0:00:04.909598
2520	1	1	0.431	0.806	1	0:00:04.909784
2540	2	-1	-0.0276	0.478	0	0:00:04.922267
2560	7	7	0.315	0.736	1	0:00:04.909353
2580	6	6	0.0889	0.571	1	0:00:05.091115
2600	8	8	1.51	0.999	1	0:00:05.036986
2620	1	1	0.054	0.543	1	0:00:05.039734
2640	7	7	0.947	0.971	1	0:00:05.041147
2660	3	-1	-0.107	0.415	0	0:00:05.034374
2680	0	0	1.6	0.999	1	0:00:05.109065
2700	9	9	0.335	0.749	1	0:00:04.938563
2720	3	3	0.806	0.947	1	0:00:05.143960
2740	1	1	0.564	0.87	1	0:00:05.180948
2760	2	2	0.805	0.946	1	0:00:04.936985
2780	7	7	1.47	0.998	1	0:00:04.905028
2800	4	4	0.2	0.655	1	0:00:04.908837
2820	6	6	0.892	0.963	1	0:00:04.907028
2840	3	3	1.6	0.999	1	0:00:04.907088
2860	5	-1	-0.127	0.399	0	0:00:04.911916
2880	4	4	1.51	0.999	1	0:00:04.911707
2900	3	5	0.0335	0.527	0	0:00:05.218404
2920	2	3	0.689	0.916	0	0:00:04.948765
2940	3	0	0.659	0.906	0	0:00:05.240014
2960	9	9	0.598	0.884	1	0:00:04.929812
2980	8	8	0.981	0.975	1	0:00:04.996130
3000	5	5	1.3	0.995	1	0:00:05.133814
3020	1	1	0.786	0.942	1	0:00:05.077276
3040	7	7	1.6	0.999	1	0:00:05.173171
3060	7	7	1.06	0.983	1	0:00:05.071447
3080	1	1	0.308	0.731	1	0:00:04.990840
3100	0	0	1.09	0.986	1	0:00:04.987454
3120	4	2	0.212	0.664	0	0:00:04.997210
3140	8	8	0.852	0.956	1	0:00:05.057076
3160	6	2	0.283	0.714	0	0:00:04.853782
3180	3	3	0.556	0.867	1	0:00:04.862076
3200	5	7	0.0507	0.54	0	0:00:05.120515
3220	3	-1	-0.0119	0.491	0	0:00:05.099918
3240	4	-1	-0.242	0.314	0	0:00:05.024716
3260	7	7	0.963	0.973	1	0:00:04.966339
3280	3	5	0.777	0.94	0	0:00:04.973108
3300	4	4	0.352	0.759	1	0:00:05.173633
3320	2	7	1.03	0.98	0	0:00:04.985899
3340	6	6	0.324	0.741	1	0:00:04.983805
3360	4	4	0.108	0.585	1	0:00:04.985032
3380	8	8	1.49	0.999	1	0:00:04.987058
3400	6	4	0.754	0.934	0	0:00:04.985051
3420	5	3	0.0679	0.554	0	0:00:04.986087
3440	2	3	0.772	0.939	0	0:00:04.991714
3460	1	1	0.727	0.927	1	0:00:04.986706
3480	2	2	1.6	0.999	1	0:00:04.975986
3500	1	1	0.288	0.718	1	0:00:04.984411
3520	1	1	1.6	0.999	1	0:00:04.918360
3540	6	6	0.582	0.878	1	0:00:05.041364
3560	1	-1	-0.0889	0.429	0	0:00:05.045177
3580	4	4	0.334	0.748	1	0:00:05.052426
3600	4	2	1.19	0.991	0	0:00:05.049047
3620	0	-1	-0.198	0.346	0	0:00:05.040753
3640	6	2	0.272	0.707	0	0:00:05.006122
3660	0	0	0.737	0.93	1	0:00:04.885501
3680	0	-1	-0.0571	0.455	0	0:00:04.894916
3700	3	3	0.616	0.891	1	0:00:04.898586
3720	2	2	1.53	0.999	1	0:00:04.892385
3740	0	0	1.02	0.98	1	0:00:04.896032
3760	7	7	1.15	0.989	1	0:00:05.043081
3780	4	4	0.131	0.603	1	0:00:04.925966
3800	9	9	0.463	0.823	1	0:00:04.918573
3820	0	-1	-7.59e-08	0.5	0	0:00:04.920191
3840	6	3	0.62	0.893	0	0:00:04.931949
3860	7	7	1.6	0.999	1	0:00:05.102775
3880	6	-1	-0.11	0.413	0	0:00:05.184485
3900	3	6	0.8	0.945	0	0:00:04.936834
3920	7	7	0.295	0.723	1	0:00:04.942072
3940	6	-1	-0.342	0.247	0	0:00:04.940213
