idx	label	predict	radius	pABar	correct	time
0	3	3	1.22	0.993	1	0:00:06.123007
20	7	7	0.771	0.939	1	0:00:05.346656
40	4	4	0.32	0.739	1	0:00:05.199551
60	7	7	0.879	0.961	1	0:00:05.212849
80	8	8	1.53	0.999	1	0:00:05.408742
100	4	-1	-0.172	0.365	0	0:00:05.391565
120	8	8	0.623	0.894	1	0:00:05.604152
140	6	6	0.121	0.596	1	0:00:05.434908
160	2	2	1.46	0.998	1	0:00:05.435170
180	0	0	1.49	0.999	1	0:00:05.425799
200	5	5	0.577	0.876	1	0:00:05.444959
220	7	7	1.6	0.999	1	0:00:05.430522
240	1	1	1.6	0.999	1	0:00:05.439459
260	8	8	0.164	0.629	1	0:00:05.424111
280	9	9	0.879	0.961	1	0:00:05.416672
300	6	6	0.856	0.956	1	0:00:05.425705
320	3	5	0.0905	0.572	0	0:00:05.417694
340	2	4	0.8	0.945	0	0:00:06.175209
360	9	5	0.588	0.88	0	0:00:05.696775
380	6	-1	-0.141	0.389	0	0:00:05.530119
400	9	9	1.47	0.998	1	0:00:05.744491
420	4	4	1.6	0.999	1	0:00:05.407949
440	1	1	0.987	0.976	1	0:00:05.692446
460	5	5	1.28	0.995	1	0:00:05.650759
480	8	9	0.635	0.898	0	0:00:05.336503
500	4	-1	-0.241	0.315	0	0:00:05.340710
520	5	5	0.721	0.925	1	0:00:05.343437
540	1	1	0.447	0.814	1	0:00:05.337978
560	0	0	1.6	0.999	1	0:00:05.326711
580	4	4	1.49	0.999	1	0:00:05.341156
600	8	8	1.56	0.999	1	0:00:05.340012
620	7	7	0.0469	0.537	1	0:00:05.346243
640	5	3	1.06	0.983	0	0:00:05.441381
660	9	9	1.56	0.999	1	0:00:05.757659
680	9	-1	-0.0089	0.493	0	0:00:05.665645
700	7	7	0.618	0.892	1	0:00:05.643795
720	4	4	0.752	0.934	1	0:00:05.478949
740	2	3	0.427	0.803	0	0:00:05.482729
760	3	3	0.792	0.943	1	0:00:05.416507
780	9	9	1.3	0.995	1	0:00:05.409137
800	7	7	1.6	0.999	1	0:00:05.408670
820	6	-1	-0.187	0.354	0	0:00:05.411831
840	7	7	1.6	0.999	1	0:00:05.645154
