idx	label	predict	radius	pABar	correct	time
0	3	3	1.39	0.997	1	0:00:05.337384
20	7	7	0.266	0.702	1	0:00:04.333187
40	4	4	0.73	0.928	1	0:00:04.355363
60	7	7	1.6	0.999	1	0:00:04.414298
80	8	8	1.6	0.999	1	0:00:04.609978
100	4	-1	-0.146	0.385	0	0:00:04.422984
120	8	8	1.56	0.999	1	0:00:04.442186
140	6	6	0.256	0.696	1	0:00:05.522524
160	2	0	0.296	0.723	0	0:00:05.826378
180	0	0	0.988	0.976	1	0:00:06.173068
200	5	3	1.53	0.999	0	0:00:05.923756
220	7	7	1.6	0.999	1	0:00:08.935788
240	1	1	1.39	0.997	1	0:00:06.420420
260	8	-1	-0.0827	0.434	0	0:00:06.179113
280	9	9	1.09	0.986	1	0:00:05.459288
300	6	3	1.56	0.999	0	0:00:05.606431
320	3	3	1.1	0.986	1	0:00:06.325936
340	2	4	0.361	0.765	0	0:00:06.162688
360	9	3	1.6	0.999	0	0:00:06.190145
380	6	-1	-0.298	0.276	0	0:00:06.029270
400	9	9	0.845	0.955	1	0:00:05.414613
420	4	4	0.359	0.764	1	0:00:05.947419
440	1	1	0.133	0.605	1	0:00:06.103330
460	5	5	1.51	0.999	1	0:00:05.797073
480	8	8	0.191	0.649	1	0:00:05.743048
500	4	6	0.596	0.883	0	0:00:05.709758
520	5	7	0.0838	0.567	0	0:00:06.336029
540	1	1	1.15	0.989	1	0:00:06.540300
560	0	0	1.6	0.999	1	0:00:06.142930
580	4	4	0.773	0.939	1	0:00:05.424641
600	8	8	0.732	0.928	1	0:00:06.191168
620	7	-1	-0.0774	0.438	0	0:00:06.118224
640	5	3	1.6	0.999	0	0:00:05.566849
660	9	3	1.31	0.996	0	0:00:05.805902
680	9	2	0.514	0.848	0	0:00:06.229340
700	7	-1	-0.0917	0.427	0	0:00:06.208846
720	4	3	0.875	0.96	0	0:00:06.126667
740	2	3	0.984	0.976	0	0:00:06.389253
760	3	3	1.6	0.999	1	0:00:06.184929
780	9	1	0.894	0.963	0	0:00:06.195630
800	7	7	1.56	0.999	1	0:00:06.186081
820	6	3	0.227	0.675	0	0:00:06.111767
840	7	7	1.6	0.999	1	0:00:06.205732
860	4	3	0.161	0.626	0	0:00:06.187147
880	8	8	1.6	0.999	1	0:00:06.210764
900	2	6	0.435	0.808	0	0:00:06.224421
920	6	6	1.09	0.985	1	0:00:06.224185
940	9	9	0.551	0.865	1	0:00:06.336772
960	9	-1	-0.0655	0.448	0	0:00:06.462986
980	2	3	0.42	0.799	0	0:00:06.382644
1000	5	5	1.6	0.999	1	0:00:06.403135
1020	1	1	0.335	0.748	1	0:00:06.354091
1040	7	7	1.49	0.999	1	0:00:06.446601
1060	9	9	0.856	0.957	1	0:00:06.360885
1080	6	6	1.56	0.999	1	0:00:06.505570
1100	7	8	0.675	0.911	0	0:00:06.356077
1120	5	2	0.367	0.769	0	0:00:06.295267
1140	6	3	0.111	0.588	0	0:00:06.264643
1160	8	8	1.19	0.991	1	0:00:06.818892
1180	3	3	1.6	0.999	1	0:00:06.303216
1200	8	8	0.615	0.891	1	0:00:06.289708
1220	9	6	0.0843	0.567	0	0:00:06.338799
1240	2	0	0.767	0.937	0	0:00:06.317131
1260	1	9	0.0876	0.57	0	0:00:06.291528
1280	3	5	0.547	0.863	0	0:00:06.288973
1300	4	0	1.6	0.999	0	0:00:06.277530
1320	7	2	0.696	0.918	0	0:00:06.302439
1340	1	1	1.44	0.998	1	0:00:06.289887
1360	7	7	1.46	0.998	1	0:00:06.292874
1380	4	2	0.0569	0.545	0	0:00:06.297132
1400	5	3	0.1	0.579	0	0:00:06.274764
1420	4	4	0.06	0.548	1	0:00:06.258141
1440	0	8	0.942	0.97	0	0:00:06.277346
1460	6	6	0.682	0.914	1	0:00:06.311944
1480	1	1	0.314	0.735	1	0:00:06.340888
1500	1	1	1.6	0.999	1	0:00:06.307019
1520	7	3	0.154	0.621	0	0:00:06.411874
1540	8	8	1.6	0.999	1	0:00:06.313763
1560	7	7	1.6	0.999	1	0:00:06.301388
1580	6	3	0.968	0.974	0	0:00:06.236766
1600	8	-1	-0.0499	0.46	0	0:00:06.238119
1620	5	5	0.246	0.688	1	0:00:06.257748
1640	7	3	1.11	0.987	0	0:00:06.266883
1660	3	-1	-0.118	0.407	0	0:00:06.329214
1680	6	3	0.467	0.825	0	0:00:06.255938
1700	5	2	0.403	0.79	0	0:00:06.260840
1720	4	2	0.143	0.613	0	0:00:06.369077
1740	1	1	1.08	0.985	1	0:00:06.322486
